----------------------------------------------------------------------------------------------------------------------------------------
N:	2

BEST_FIT:	0.1881
AVG_FIT:	0.1881
WORST_FIT:	0.1881

STDEV:	0.0000

AVG_TIME:	0.1262

BEST[30]:	0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 0.1881 
----------------------------------------------------------------------------------------------------------------------------------------
N:	10

BEST_FIT:	1.0001
AVG_FIT:	3.9705
WORST_FIT:	90.1138

STDEV:	15.9964

AVG_TIME:	4.6558

BEST[30]:	1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 90.1138 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 
----------------------------------------------------------------------------------------------------------------------------------------
N:	30

BEST_FIT:	1399.3874
AVG_FIT:	3656.1083
WORST_FIT:	4493.2195

STDEV:	841.3060

AVG_TIME:	35.9190

BEST[30]:	2818.4173 2051.2208 4493.2195 3734.3959 4493.2195 4122.2544 2831.4417 4493.2195 2746.9852 3385.0474 4493.2195 1399.3874 4493.2195 4493.2195 3834.6978 4493.2195 2916.0183 4315.0673 2814.1078 3302.8224 4438.8285 4493.2195 4387.9969 2801.0619 2799.4646 3295.2319 3508.1756 4318.2566 4290.0370 3626.5761 
